Account-Mapping,Acc2-Mapping,Version,Year-mapping,Month-mapping,Region-Mapping,Market-Mapping,Adj_Value_Sum
Net Sales,P&L,PLN,Y5,M02,B,B25,0.982709855
Net Sales,P&L,PLN,Y5,M02,B,B27,1.495947265
Net Sales,P&L,PLN,Y5,M02,C,C02,1.56878035
Net Sales,P&L,PLN,Y5,M02,C,C06,1.541511347
Net Sales,P&L,PLN,Y5,M02,D,D04,1.432689479
Net Sales,P&L,PLN,Y5,M02,E,E09,0.89318125
Net Sales,P&L,PLN,Y5,M02,E,E12,1.262357318
Net Sales,P&L,PLN,Y5,M02,E,E16,1.299317028
Net Sales,P&L,PLN,Y5,M02,F,F02,1.071660374
Net Sales,P&L,PLN,Y5,M02,G,G01,1.5343554
Net Sales,P&L,PLN,Y5,M02,G,G10,1.47521825
Net Sales,P&L,PLN,Y5,M02,G,G12,1.4254449
Net Sales,P&L,PLN,Y5,M03,A,A01,1.167981039
Net Sales,P&L,PLN,Y5,M03,A,A03,1.188801945
Net Sales,P&L,PLN,Y5,M03,B,B01,1.188495684
Net Sales,P&L,PLN,Y5,M03,B,B03,1.356907273
Net Sales,P&L,PLN,Y5,M03,B,B05,1.316927586
Net Sales,P&L,PLN,Y5,M03,B,B06,0.907081844
Net Sales,P&L,PLN,Y5,M03,B,B07,1.18367926
Net Sales,P&L,PLN,Y5,M03,B,B08,1.293158361
Net Sales,P&L,PLN,Y5,M03,B,B13,1.013050834
Net Sales,P&L,PLN,Y5,M03,B,B15,0.854303589
Net Sales,P&L,PLN,Y5,M03,B,B16,-1.078662954
Net Sales,P&L,PLN,Y5,M03,B,B17,1.132488143
Net Sales,P&L,PLN,Y5,M03,B,B19,-0.8191178
Net Sales,P&L,PLN,Y5,M03,B,B23,1.224916705
Net Sales,P&L,PLN,Y5,M03,B,B25,0.846593988
Net Sales,P&L,PLN,Y5,M03,B,B27,1.187140435
Net Sales,P&L,PLN,Y5,M03,C,C02,1.25779136
Net Sales,P&L,PLN,Y5,M03,C,C06,1.193999328
Net Sales,P&L,PLN,Y5,M03,D,D04,1.182450722
Net Sales,P&L,PLN,Y5,M03,E,E09,0.776698988
Net Sales,P&L,PLN,Y5,M03,E,E12,1.028698931
Net Sales,P&L,PLN,Y5,M03,E,E16,0.951204549
Net Sales,P&L,PLN,Y5,M03,F,F02,0.866017031
Net Sales,P&L,PLN,Y5,M03,G,G01,1.278600196
Net Sales,P&L,PLN,Y5,M03,G,G10,1.229453234
Net Sales,P&L,PLN,Y5,M03,G,G12,1.086846951
Net Sales,P&L,PLN,Y5,M04,A,A01,0.866022127
Net Sales,P&L,PLN,Y5,M04,A,A03,0.866748268
Net Sales,P&L,PLN,Y5,M04,B,B01,0.8655672
Net Sales,P&L,PLN,Y5,M04,B,B03,1.069210876
Net Sales,P&L,PLN,Y5,M04,B,B05,1.007043015
Net Sales,P&L,PLN,Y5,M04,B,B06,0.636414975
Net Sales,P&L,PLN,Y5,M04,B,B07,0.65104962
Net Sales,P&L,PLN,Y5,M04,B,B08,1.061796572
Net Sales,P&L,PLN,Y5,M04,B,B13,0.698119684
Net Sales,P&L,PLN,Y5,M04,B,B15,0.619494017
Net Sales,P&L,PLN,Y5,M04,B,B16,-1.078662954
Net Sales,P&L,PLN,Y5,M04,B,B17,0.877449188
Net Sales,P&L,PLN,Y5,M04,B,B19,-0.822532902
Net Sales,P&L,PLN,Y5,M04,B,B23,0.830187159
Net Sales,P&L,PLN,Y5,M04,B,B25,0.727022325
Net Sales,P&L,PLN,Y5,M04,B,B27,0.900357957
Net Sales,P&L,PLN,Y5,M04,C,C02,0.933459179
Net Sales,P&L,PLN,Y5,M04,C,C06,0.87680592
Net Sales,P&L,PLN,Y5,M04,D,D04,0.834151483
Net Sales,P&L,PLN,Y5,M04,E,E03,1.138136579
Net Sales,P&L,PLN,Y5,M04,E,E09,0.558968806
Net Sales,P&L,PLN,Y5,M04,E,E12,0.78768469
Net Sales,P&L,PLN,Y5,M04,E,E16,0.787854223
Net Sales,P&L,PLN,Y5,M04,F,F02,0.866017031
Net Sales,P&L,PLN,Y5,M04,G,G01,0.98821501
Net Sales,P&L,PLN,Y5,M04,G,G10,1.028271934
Net Sales,P&L,PLN,Y5,M04,G,G12,0.77077789
Net Sales,P&L,PLN,Y5,M05,A,A01,0.572042995
Net Sales,P&L,PLN,Y5,M05,A,A03,0.5659344
Net Sales,P&L,PLN,Y5,M05,B,B01,0.556338241
Net Sales,P&L,PLN,Y5,M05,B,B03,0.785941165
Net Sales,P&L,PLN,Y5,M05,B,B05,0.685675437
Net Sales,P&L,PLN,Y5,M05,B,B06,0.314100448
Net Sales,P&L,PLN,Y5,M05,B,B07,0.541390577
Net Sales,P&L,PLN,Y5,M05,B,B08,0.876745415
Net Sales,P&L,PLN,Y5,M05,B,B13,0.40837198
Net Sales,P&L,PLN,Y5,M05,B,B15,0.384740245
Net Sales,P&L,PLN,Y5,M05,B,B16,-1.078662954
Net Sales,P&L,PLN,Y5,M05,B,B17,0.604742067
Net Sales,P&L,PLN,Y5,M05,B,B19,-0.983466691
Net Sales,P&L,PLN,Y5,M05,B,B23,0.454844014
Net Sales,P&L,PLN,Y5,M05,B,B25,0.594290696
Net Sales,P&L,PLN,Y5,M05,B,B27,0.609104531
Net Sales,P&L,PLN,Y5,M05,C,C02,0.619446176
Net Sales,P&L,PLN,Y5,M05,C,C06,0.537830905
Net Sales,P&L,PLN,Y5,M05,D,D04,0.591074971
Net Sales,P&L,PLN,Y5,M05,E,E03,1.138136579
Net Sales,P&L,PLN,Y5,M05,E,E09,0.308618342
Net Sales,P&L,PLN,Y5,M05,E,E12,0.393798851
Net Sales,P&L,PLN,Y5,M05,E,E16,0.448018758
Net Sales,P&L,PLN,Y5,M05,F,F02,0.660373688
Net Sales,P&L,PLN,Y5,M05,G,G01,0.655327883
Net Sales,P&L,PLN,Y5,M05,G,G10,0.743879963
Net Sales,P&L,PLN,Y5,M05,G,G12,0.444749322
Net Sales,P&L,PLN,Y5,M06,A,A01,0.28693059
Net Sales,P&L,PLN,Y5,M06,A,A03,0.265261782
Net Sales,P&L,PLN,Y5,M06,B,B01,0.207041354
Net Sales,P&L,PLN,Y5,M06,B,B03,0.497543271
Net Sales,P&L,PLN,Y5,M06,B,B05,0.514193901
Net Sales,P&L,PLN,Y5,M06,B,B06,0.00161831
Net Sales,P&L,PLN,Y5,M06,B,B07,0.008760937
Net Sales,P&L,PLN,Y5,M06,B,B08,0.625767375
Net Sales,P&L,PLN,Y5,M06,B,B13,0.054643962
Net Sales,P&L,PLN,Y5,M06,B,B15,-0.351829706
Net Sales,P&L,PLN,Y5,M06,B,B16,-0.569467532
Net Sales,P&L,PLN,Y5,M06,B,B17,0.347028453
Net Sales,P&L,PLN,Y5,M06,B,B19,-1.021890065
Net Sales,P&L,PLN,Y5,M06,B,B23,0.255440341
Net Sales,P&L,PLN,Y5,M06,B,B25,0.46964293
Net Sales,P&L,PLN,Y5,M06,B,B27,0.287004203
Net Sales,P&L,PLN,Y5,M06,C,C02,0.299987495
Net Sales,P&L,PLN,Y5,M06,C,C06,0.23902581
Net Sales,P&L,PLN,Y5,M06,D,D04,0.271326678
Net Sales,P&L,PLN,Y5,M06,E,E02,0.884203122
Net Sales,P&L,PLN,Y5,M06,E,E03,1.138136579
Net Sales,P&L,PLN,Y5,M06,E,E09,-0.093536917
Net Sales,P&L,PLN,Y5,M06,E,E12,0.124452135
Net Sales,P&L,PLN,Y5,M06,E,E16,0.164491679
Net Sales,P&L,PLN,Y5,M06,F,F02,0.457436179
Net Sales,P&L,PLN,Y5,M06,G,G01,0.309472737
Net Sales,P&L,PLN,Y5,M06,G,G10,0.467539025
Net Sales,P&L,PLN,Y5,M06,G,G12,0.102286184
Net Sales,P&L,PLN,Y5,M07,A,A01,-0.012269779
Net Sales,P&L,PLN,Y5,M07,A,A03,0.00823012
Net Sales,P&L,PLN,Y5,M07,B,B01,-0.12039608
Net Sales,P&L,PLN,Y5,M07,B,B03,0.224999712
Net Sales,P&L,PLN,Y5,M07,B,B05,0.091564405
Net Sales,P&L,PLN,Y5,M07,B,B06,-0.298407628
Net Sales,P&L,PLN,Y5,M07,B,B07,-0.27321946
Net Sales,P&L,PLN,Y5,M07,B,B08,0.20433167
Net Sales,P&L,PLN,Y5,M07,B,B13,-0.261805927
Net Sales,P&L,PLN,Y5,M07,B,B15,-0.618892114
Net Sales,P&L,PLN,Y5,M07,B,B16,-0.569467532
Net Sales,P&L,PLN,Y5,M07,B,B17,0.102889925
Net Sales,P&L,PLN,Y5,M07,B,B19,-0.990660648
Net Sales,P&L,PLN,Y5,M07,B,B23,-0.091720697
Net Sales,P&L,PLN,Y5,M07,B,B25,0.341811612
Net Sales,P&L,PLN,Y5,M07,B,B27,0.01750071
Net Sales,P&L,PLN,Y5,M07,C,C02,-0.054303879
Net Sales,P&L,PLN,Y5,M07,C,C06,-0.128786236
Net Sales,P&L,PLN,Y5,M07,D,D04,-0.057879706
Net Sales,P&L,PLN,Y5,M07,E,E02,0.884203122
Net Sales,P&L,PLN,Y5,M07,E,E03,1.138136579
Net Sales,P&L,PLN,Y5,M07,E,E09,-0.246223739
Net Sales,P&L,PLN,Y5,M07,E,E12,-0.159599908
Net Sales,P&L,PLN,Y5,M07,E,E16,-0.216145162
Net Sales,P&L,PLN,Y5,M07,F,F02,0.251792836
Net Sales,P&L,PLN,Y5,M07,G,G01,-0.014937545
Net Sales,P&L,PLN,Y5,M07,G,G08,0.547993098
Net Sales,P&L,PLN,Y5,M07,G,G10,0.196349248
Net Sales,P&L,PLN,Y5,M07,G,G12,-0.188885541
Net Sales,P&L,PLN,Y5,M08,A,A01,-0.346444425
Net Sales,P&L,PLN,Y5,M08,A,A03,-0.249849107
Net Sales,P&L,PLN,Y5,M08,B,B01,-0.444622317
Net Sales,P&L,PLN,Y5,M08,B,B03,-0.043678613
Net Sales,P&L,PLN,Y5,M08,B,B05,-0.268275654
Net Sales,P&L,PLN,Y5,M08,B,B06,-0.640276455
Net Sales,P&L,PLN,Y5,M08,B,B07,-0.241888305
Net Sales,P&L,PLN,Y5,M08,B,B08,-0.075803076
Net Sales,P&L,PLN,Y5,M08,B,B13,-0.552050672
Net Sales,P&L,PLN,Y5,M08,B,B15,-0.859560765
Net Sales,P&L,PLN,Y5,M08,B,B16,-0.569467532
Net Sales,P&L,PLN,Y5,M08,B,B17,-0.167037628
Net Sales,P&L,PLN,Y5,M08,B,B19,-0.84657068
Net Sales,P&L,PLN,Y5,M08,B,B23,-0.397839609
Net Sales,P&L,PLN,Y5,M08,B,B25,0.198821083
Net Sales,P&L,PLN,Y5,M08,B,B27,-0.284004001
Net Sales,P&L,PLN,Y5,M08,C,C02,-0.357708416
Net Sales,P&L,PLN,Y5,M08,C,C06,-0.461432676
Net Sales,P&L,PLN,Y5,M08,D,D04,-0.425141249
Net Sales,P&L,PLN,Y5,M08,E,E02,0.884203122
Net Sales,P&L,PLN,Y5,M08,E,E03,1.138136579
Net Sales,P&L,PLN,Y5,M08,E,E09,-0.474601523
Net Sales,P&L,PLN,Y5,M08,E,E12,-0.446108154
Net Sales,P&L,PLN,Y5,M08,E,E16,-0.446102253
Net Sales,P&L,PLN,Y5,M08,F,F02,0.251792836
Net Sales,P&L,PLN,Y5,M08,G,G01,-0.352315846
Net Sales,P&L,PLN,Y5,M08,G,G08,0.558298642
Net Sales,P&L,PLN,Y5,M08,G,G10,-0.086349005
Net Sales,P&L,PLN,Y5,M08,G,G12,-0.504364399
Net Sales,P&L,PLN,Y5,M09,A,A01,-0.708499907
Net Sales,P&L,PLN,Y5,M09,A,A03,-0.548939215
Net Sales,P&L,PLN,Y5,M09,B,B01,-0.807656502
Net Sales,P&L,PLN,Y5,M09,B,B03,-0.318158609
Net Sales,P&L,PLN,Y5,M09,B,B05,-0.593696058
Net Sales,P&L,PLN,Y5,M09,B,B06,-0.969330034
Net Sales,P&L,PLN,Y5,M09,B,B07,-0.774517944
Net Sales,P&L,PLN,Y5,M09,B,B08,-0.560800231
Net Sales,P&L,PLN,Y5,M09,B,B13,-0.978843821
Net Sales,P&L,PLN,Y5,M09,B,B15,-0.859560765
Net Sales,P&L,PLN,Y5,M09,B,B16,0.157954498
Net Sales,P&L,PLN,Y5,M09,B,B17,-0.476756424
Net Sales,P&L,PLN,Y5,M09,B,B19,-0.441730485
Net Sales,P&L,PLN,Y5,M09,B,B23,-0.754817982
Net Sales,P&L,PLN,Y5,M09,B,B25,0.049906487
Net Sales,P&L,PLN,Y5,M09,B,B27,-0.607482495
Net Sales,P&L,PLN,Y5,M09,C,C02,-0.664956899
Net Sales,P&L,PLN,Y5,M09,C,C06,-0.805807291
Net Sales,P&L,PLN,Y5,M09,D,D04,-0.883200373
Net Sales,P&L,PLN,Y5,M09,E,E02,0.884203122
Net Sales,P&L,PLN,Y5,M09,E,E03,0.882970277
Net Sales,P&L,PLN,Y5,M09,E,E09,-0.62492749
Net Sales,P&L,PLN,Y5,M09,E,E12,-0.728514221
Net Sales,P&L,PLN,Y5,M09,E,E16,-0.82728474
Net Sales,P&L,PLN,Y5,M09,F,F02,0.046149493
Net Sales,P&L,PLN,Y5,M09,G,G01,-0.761155828
Net Sales,P&L,PLN,Y5,M09,G,G08,0.568604185
Net Sales,P&L,PLN,Y5,M09,G,G10,-0.348866171
Net Sales,P&L,PLN,Y5,M09,G,G12,-0.869746713
Net Sales,P&L,PLN,Y5,M10,A,A01,-1.036270519
Net Sales,P&L,PLN,Y5,M10,A,A03,-0.890002763
Net Sales,P&L,PLN,Y5,M10,B,B01,-1.159868342
Net Sales,P&L,PLN,Y5,M10,B,B03,-0.612640809
Net Sales,P&L,PLN,Y5,M10,B,B05,-0.950158762
Net Sales,P&L,PLN,Y5,M10,B,B06,-1.29819028
Net Sales,P&L,PLN,Y5,M10,B,B07,-0.829347466
Net Sales,P&L,PLN,Y5,M10,B,B08,-0.781001007
Net Sales,P&L,PLN,Y5,M10,B,B13,-1.293774971
Net Sales,P&L,PLN,Y5,M10,B,B15,-1.094314537
Net Sales,P&L,PLN,Y5,M10,B,B16,0.157954498
Net Sales,P&L,PLN,Y5,M10,B,B17,-0.781714679
Net Sales,P&L,PLN,Y5,M10,B,B19,-0.705298054
Net Sales,P&L,PLN,Y5,M10,B,B23,-1.029144178
Net Sales,P&L,PLN,Y5,M10,B,B25,-0.099174755
Net Sales,P&L,PLN,Y5,M10,B,B27,-0.915137708
Net Sales,P&L,PLN,Y5,M10,C,C02,-1.042243514
Net Sales,P&L,PLN,Y5,M10,C,C06,-1.133055127
Net Sales,P&L,PLN,Y5,M10,D,D04,-1.256290198
Net Sales,P&L,PLN,Y5,M10,E,E02,0.884203122
Net Sales,P&L,PLN,Y5,M10,E,E03,0.882970277
Net Sales,P&L,PLN,Y5,M10,E,E09,-1.01562515
Net Sales,P&L,PLN,Y5,M10,E,E12,-1.012693859
Net Sales,P&L,PLN,Y5,M10,E,E16,-1.102346505
Net Sales,P&L,PLN,Y5,M10,F,F02,0.046149493
Net Sales,P&L,PLN,Y5,M10,G,G01,-1.086122396
Net Sales,P&L,PLN,Y5,M10,G,G08,0.582344876
Net Sales,P&L,PLN,Y5,M10,G,G10,-0.678218907
Net Sales,P&L,PLN,Y5,M10,G,G12,-1.2485892
Net Sales,P&L,PLN,Y5,M11,A,A01,-1.414876961
Net Sales,P&L,PLN,Y5,M11,A,A03,-1.294702878
Net Sales,P&L,PLN,Y5,M11,B,B01,-1.481031774
Net Sales,P&L,PLN,Y5,M11,B,B03,-0.916947782
Net Sales,P&L,PLN,Y5,M11,B,B05,-1.215501402
Net Sales,P&L,PLN,Y5,M11,B,B06,-1.629784813
Net Sales,P&L,PLN,Y5,M11,B,B07,-1.510800093
Net Sales,P&L,PLN,Y5,M11,B,B08,-1.030563179
Net Sales,P&L,PLN,Y5,M11,B,B13,-1.584019717
Net Sales,P&L,PLN,Y5,M11,B,B15,-1.094314537
Net Sales,P&L,PLN,Y5,M11,B,B16,0.157954498
Net Sales,P&L,PLN,Y5,M11,B,B17,-1.029799627
Net Sales,P&L,PLN,Y5,M11,B,B19,-0.696144005
Net Sales,P&L,PLN,Y5,M11,B,B23,-1.402601906
Net Sales,P&L,PLN,Y5,M11,B,B25,-0.241932589
Net Sales,P&L,PLN,Y5,M11,B,B27,-1.231704472
Net Sales,P&L,PLN,Y5,M11,C,C02,-1.355011858
Net Sales,P&L,PLN,Y5,M11,C,C06,-1.489738401
Net Sales,P&L,PLN,Y5,M11,D,D04,-1.598078332
Net Sales,P&L,PLN,Y5,M11,E,E02,-0.786952516
Net Sales,P&L,PLN,Y5,M11,E,E03,0.156270355
Net Sales,P&L,PLN,Y5,M11,E,E09,-1.276861158
Net Sales,P&L,PLN,Y5,M11,E,E12,-1.501089332
Net Sales,P&L,PLN,Y5,M11,E,E16,-1.459903159
Net Sales,P&L,PLN,Y5,M11,F,F02,-0.15949385
Net Sales,P&L,PLN,Y5,M11,G,G01,-1.43412469
Net Sales,P&L,PLN,Y5,M11,G,G08,0.59608567
Net Sales,P&L,PLN,Y5,M11,G,G10,-0.891618773
Net Sales,P&L,PLN,Y5,M11,G,G12,-1.6452399
Net Sales,P&L,PLN,Y5,M12,A,A01,-1.682857324
Net Sales,P&L,PLN,Y5,M12,A,A03,-1.69265135
Net Sales,P&L,PLN,Y5,M12,B,B01,-1.775619054
Net Sales,P&L,PLN,Y5,M12,B,B03,-1.229071796
Net Sales,P&L,PLN,Y5,M12,B,B05,-1.511876553
Net Sales,P&L,PLN,Y5,M12,B,B06,-1.928181227
Net Sales,P&L,PLN,Y5,M12,B,B07,-1.479468937
Net Sales,P&L,PLN,Y5,M12,B,B08,-1.458496858
Net Sales,P&L,PLN,Y5,M12,B,B13,-1.963952878
Net Sales,P&L,PLN,Y5,M12,B,B15,-1.094314537
Net Sales,P&L,PLN,Y5,M12,B,B16,0.885376528
Net Sales,P&L,PLN,Y5,M12,B,B17,-1.372913928
Net Sales,P&L,PLN,Y5,M12,B,B23,-1.828361118
Net Sales,P&L,PLN,Y5,M12,B,B25,-0.38672879
Net Sales,P&L,PLN,Y5,M12,B,B27,-1.565488866
Net Sales,P&L,PLN,Y5,M12,C,C02,-1.687340418
Net Sales,P&L,PLN,Y5,M12,C,C06,-1.804779138
Net Sales,P&L,PLN,Y5,M12,D,D04,-2.094811715
Net Sales,P&L,PLN,Y5,M12,E,E02,-0.786952516
Net Sales,P&L,PLN,Y5,M12,E,E03,0.156270355
Net Sales,P&L,PLN,Y5,M12,E,E09,-1.431637631
Net Sales,P&L,PLN,Y5,M12,E,E12,-1.79139991
Net Sales,P&L,PLN,Y5,M12,E,E16,-1.665715965
Net Sales,P&L,PLN,Y5,M12,F,F02,-0.15949385
Net Sales,P&L,PLN,Y5,M12,G,G01,-1.668824562
Net Sales,P&L,PLN,Y5,M12,G,G08,0.609826361
Net Sales,P&L,PLN,Y5,M12,G,G10,-1.131430527
Net Sales,P&L,PLN,Y5,M12,G,G12,-2.052804357
Net Sales,P&L,PLN,Y6,M02,A,A01,1.482550937
Net Sales,P&L,PLN,Y6,M02,A,A03,1.354376032
Net Sales,P&L,PLN,Y6,M02,B,B01,1.399560539
Net Sales,P&L,PLN,Y6,M02,B,B03,1.550786445
Net Sales,P&L,PLN,Y6,M02,B,B05,1.151525289
Net Sales,P&L,PLN,Y6,M02,B,B06,1.270244972
Net Sales,P&L,PLN,Y6,M02,B,B07,1.081853005
Net Sales,P&L,PLN,Y6,M02,B,B08,1.21093628
Net Sales,P&L,PLN,Y6,M02,B,B13,1.642416093
Net Sales,P&L,PLN,Y6,M02,B,B15,0.603702404
Net Sales,P&L,PLN,Y6,M02,B,B16,-1.151405157
Net Sales,P&L,PLN,Y6,M02,B,B17,1.19064927
Net Sales,P&L,PLN,Y6,M02,B,B19,-0.416652422
Net Sales,P&L,PLN,Y6,M02,B,B23,1.439160998
Net Sales,P&L,PLN,Y6,M02,B,B25,0.427577478
Net Sales,P&L,PLN,Y6,M02,B,B27,1.429419092
Net Sales,P&L,PLN,Y6,M02,C,C02,1.547766247
Net Sales,P&L,PLN,Y6,M02,C,C06,1.530948123
Net Sales,P&L,PLN,Y6,M02,D,D04,1.32814331
Net Sales,P&L,PLN,Y6,M02,E,E09,0.774957311
Net Sales,P&L,PLN,Y6,M02,E,E12,1.10665311
Net Sales,P&L,PLN,Y6,M02,E,E16,1.505390688
Net Sales,P&L,PLN,Y6,M02,F,F02,1.133894544
Net Sales,P&L,PLN,Y6,M02,G,G01,1.413754765
Net Sales,P&L,PLN,Y6,M02,G,G08,-0.000511438
Net Sales,P&L,PLN,Y6,M02,G,G10,1.248789213
Net Sales,P&L,PLN,Y6,M02,G,G12,1.626094087
Net Sales,P&L,PLN,Y6,M03,A,A01,1.106702432
Net Sales,P&L,PLN,Y6,M03,A,A03,0.989728534
Net Sales,P&L,PLN,Y6,M03,B,B01,1.059351702
Net Sales,P&L,PLN,Y6,M03,B,B03,1.16365321
Net Sales,P&L,PLN,Y6,M03,B,B05,0.780202223
Net Sales,P&L,PLN,Y6,M03,B,B06,1.02722479
Net Sales,P&L,PLN,Y6,M03,B,B07,1.097518583
Net Sales,P&L,PLN,Y6,M03,B,B08,0.960912649
Net Sales,P&L,PLN,Y6,M03,B,B13,1.40405698
Net Sales,P&L,PLN,Y6,M03,B,B15,0.300090502
Net Sales,P&L,PLN,Y6,M03,B,B16,-1.078662954
Net Sales,P&L,PLN,Y6,M03,B,B17,0.756670419
Net Sales,P&L,PLN,Y6,M03,B,B19,-0.378982039
Net Sales,P&L,PLN,Y6,M03,B,B23,1.166721012
Net Sales,P&L,PLN,Y6,M03,B,B25,-0.000412522
Net Sales,P&L,PLN,Y6,M03,B,B27,1.052255524
Net Sales,P&L,PLN,Y6,M03,C,C02,1.224107331
Net Sales,P&L,PLN,Y6,M03,C,C06,1.235904726
Net Sales,P&L,PLN,Y6,M03,D,D04,1.017540934
Net Sales,P&L,PLN,Y6,M03,E,E09,0.436769013
Net Sales,P&L,PLN,Y6,M03,E,E12,0.805650069
Net Sales,P&L,PLN,Y6,M03,E,E16,1.136611125
Net Sales,P&L,PLN,Y6,M03,F,F02,0.99048537
Net Sales,P&L,PLN,Y6,M03,G,G01,1.082174029
Net Sales,P&L,PLN,Y6,M03,G,G08,-0.300205929
Net Sales,P&L,PLN,Y6,M03,G,G10,1.026194168
Net Sales,P&L,PLN,Y6,M03,G,G12,1.334603642
Net Sales,P&L,PLN,Y6,M04,A,A01,0.809964757
Net Sales,P&L,PLN,Y6,M04,A,A03,0.65126372
Net Sales,P&L,PLN,Y6,M04,B,B01,0.74105358
Net Sales,P&L,PLN,Y6,M04,B,B03,0.829390673
Net Sales,P&L,PLN,Y6,M04,B,B05,0.393343323
Net Sales,P&L,PLN,Y6,M04,B,B06,0.722199801
Net Sales,P&L,PLN,Y6,M04,B,B07,1.034856272
Net Sales,P&L,PLN,Y6,M04,B,B08,0.599753677
Net Sales,P&L,PLN,Y6,M04,B,B13,1.154127839
Net Sales,P&L,PLN,Y6,M04,B,B15,0.000998461
Net Sales,P&L,PLN,Y6,M04,B,B16,-1.042291852
Net Sales,P&L,PLN,Y6,M04,B,B17,0.329052516
Net Sales,P&L,PLN,Y6,M04,B,B19,-0.347018166
Net Sales,P&L,PLN,Y6,M04,B,B23,0.850094688
Net Sales,P&L,PLN,Y6,M04,B,B25,-0.368844305
Net Sales,P&L,PLN,Y6,M04,B,B27,0.716678976
Net Sales,P&L,PLN,Y6,M04,C,C02,0.864910197
Net Sales,P&L,PLN,Y6,M04,C,C06,0.916626354
Net Sales,P&L,PLN,Y6,M04,D,D04,0.767771752
Net Sales,P&L,PLN,Y6,M04,E,E09,-0.038195777
Net Sales,P&L,PLN,Y6,M04,E,E12,0.486257395
Net Sales,P&L,PLN,Y6,M04,E,E16,0.818884185
Net Sales,P&L,PLN,Y6,M04,F,F02,0.760489526
Net Sales,P&L,PLN,Y6,M04,G,G01,0.713791133
Net Sales,P&L,PLN,Y6,M04,G,G08,-0.603226534
Net Sales,P&L,PLN,Y6,M04,G,G10,0.723382335
Net Sales,P&L,PLN,Y6,M04,G,G12,0.995439346
Net Sales,P&L,PLN,Y6,M05,A,A01,0.500715623
Net Sales,P&L,PLN,Y6,M05,A,A03,0.308986028
Net Sales,P&L,PLN,Y6,M05,B,B01,0.387836993
Net Sales,P&L,PLN,Y6,M05,B,B03,0.49844465
Net Sales,P&L,PLN,Y6,M05,B,B05,-0.009022042
Net Sales,P&L,PLN,Y6,M05,B,B06,0.417174811
Net Sales,P&L,PLN,Y6,M05,B,B07,0.353403645
Net Sales,P&L,PLN,Y6,M05,B,B08,0.323589175
Net Sales,P&L,PLN,Y6,M05,B,B13,0.562565364
Net Sales,P&L,PLN,Y6,M05,B,B15,-0.302669242
Net Sales,P&L,PLN,Y6,M05,B,B16,-0.933178548
Net Sales,P&L,PLN,Y6,M05,B,B17,-0.057150187
Net Sales,P&L,PLN,Y6,M05,B,B19,-0.315100631
Net Sales,P&L,PLN,Y6,M05,B,B23,0.579257743
Net Sales,P&L,PLN,Y6,M05,B,B25,-0.74288312
Net Sales,P&L,PLN,Y6,M05,B,B27,0.356543573
Net Sales,P&L,PLN,Y6,M05,C,C02,0.575574096
Net Sales,P&L,PLN,Y6,M05,C,C06,0.621898589
Net Sales,P&L,PLN,Y6,M05,D,D04,0.445886385
Net Sales,P&L,PLN,Y6,M05,E,E02,0.580964618
Net Sales,P&L,PLN,Y6,M05,E,E09,-0.405061765
Net Sales,P&L,PLN,Y6,M05,E,E12,0.079784307
Net Sales,P&L,PLN,Y6,M05,E,E16,0.479180518
Net Sales,P&L,PLN,Y6,M05,F,F02,0.546728683
Net Sales,P&L,PLN,Y6,M05,G,G01,0.354681314
Net Sales,P&L,PLN,Y6,M05,G,G08,-0.889244332
Net Sales,P&L,PLN,Y6,M05,G,G10,0.32705401
Net Sales,P&L,PLN,Y6,M05,G,G12,0.65585518
Net Sales,P&L,PLN,Y6,M06,A,A01,0.18900319
Net Sales,P&L,PLN,Y6,M06,A,A03,-0.004932706
Net Sales,P&L,PLN,Y6,M06,B,B01,0.082843404
Net Sales,P&L,PLN,Y6,M06,B,B03,0.080176929
Net Sales,P&L,PLN,Y6,M06,B,B05,-0.356057519
Net Sales,P&L,PLN,Y6,M06,B,B06,0.110962201
Net Sales,P&L,PLN,Y6,M06,B,B07,0.235911813
Net Sales,P&L,PLN,Y6,M06,B,B08,0.052569761
Net Sales,P&L,PLN,Y6,M06,B,B13,0.562565364
Net Sales,P&L,PLN,Y6,M06,B,B15,-0.601817083
Net Sales,P&L,PLN,Y6,M06,B,B16,-0.75132304
Net Sales,P&L,PLN,Y6,M06,B,B17,-0.400038076
Net Sales,P&L,PLN,Y6,M06,B,B19,-0.283136759
Net Sales,P&L,PLN,Y6,M06,B,B23,0.174185768
Net Sales,P&L,PLN,Y6,M06,B,B25,-1.108579467
Net Sales,P&L,PLN,Y6,M06,B,B27,-0.019514225
Net Sales,P&L,PLN,Y6,M06,C,C02,0.274362667
Net Sales,P&L,PLN,Y6,M06,C,C06,0.312002557
Net Sales,P&L,PLN,Y6,M06,D,D04,0.123056796
Net Sales,P&L,PLN,Y6,M06,E,E02,0.580964618
Net Sales,P&L,PLN,Y6,M06,E,E03,1.010594925
Net Sales,P&L,PLN,Y6,M06,E,E09,-0.751782852
Net Sales,P&L,PLN,Y6,M06,E,E12,-0.531048162
Net Sales,P&L,PLN,Y6,M06,E,E16,0.09483887
Net Sales,P&L,PLN,Y6,M06,F,F02,0.557552017
Net Sales,P&L,PLN,Y6,M06,G,G01,-0.016791782
Net Sales,P&L,PLN,Y6,M06,G,G08,-1.162336711
